name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identifiedBy	identifier	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	samplingProtocol	accessRights	higherClassification	collectionID	georeferenceSources	establishmentMeans	iucnRedListCategory	startDayOfYear	occurrenceRemarks	bibliographicCitation	collectionKey	verbatimElevation	reproductiveCondition	recordNumber	datasetName	individualCount	habitat	eventRemarks	identificationRemarks	locationRemarks	lifeStage	georeferenceRemarks	rightsHolder	fieldNumber	disposition	ownerInstitutionCode	datasetID	vernacularName	http://unknown.org/recordId	taxonID	rights	http://unknown.org/recordEnteredBy	projectId	depth	depthAccuracy	namePublishedInYear	nameAccordingTo	acceptedNameUsage	locationID	parentNameUsage	identificationID	municipality	taxonRemarks	fieldNotes	islandGroup	island	typeStatus	informationWithheld	higherGeographyID	associatedTaxa	occID
Scapanus latimanus (Bachman, 1842)	-122.011574	36.974214	gass84,osiic	gbif	2571151162	Scapanus latimanus (Bachman, 1842)	3abe0ed3-371f-49ab-bc4f-ac1887e04983	f753171f-d38a-44fd-af85-40818746b336	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T01:05:03Z	2021-05-29T01:05:11Z	85	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	2436194	1	44	359	803	9469	2436187	2436194	2436194	Scapanus latimanus (Bachman, 1842)	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	NA	SPECIES	ACCEPTED	1984-04-04T00:00:00Z	38627	NA	NA	NORTH_AMERICA	California	1968	4	25	1968-04-25	2021-02-13T16:20:00Z	2021-05-29T01:05:11Z	http://arctos.database.museum/guid/UCSC:Mamm:3	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	UCSC	sex=male	Santa Cruz County	unknown	2571151162	en	PhysicalObject	skin, study	Alex Krohn	UCSC:Mamm:3	UCSC	1968-04-25	D. H. Ramsey	http://arctos.database.museum/guid/UCSC:Mamm:3?seid=4275710	2019-04-08 00:00:00	North America, United States, California, Santa Cruz County	ICZN	25 Apr '68	Alex Krohn	GeoLocate	116	unverified	No specific locality recorded	NA	Mammal specimens	Santa Cruz, Ca	http://arctos.database.museum/guid/UCSC:Mamm:3?seid=4275710	Collector(s): D. H. Ramsey	NA	http://arctos.database.museum/guid/UCSC:Mamm:3	"[{""scientific_name"":""Scapanus latimanus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1984-04-04"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""D. H. Ramsey"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus,	192	GeoLocate	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	Former nature_of_id: legacy.	Assumed locality refers to Santa Cruz County, not the city of Santa Cruz, and georeferenced to entire county.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	191
Scapanus latimanus occultus Grinnell & Swarth, 1912	-118.917221	34.399166	cdround,colmafu	gbif	735679032	Scapanus latimanus occultus Grinnell & Swarth, 1912	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-28T06:54:30Z	2021-03-30T11:01:27Z	129	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1968	5	4	1968-05-04	2014-10-10T00:00:00Z	2021-03-30T11:01:27Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34834	NA	Ventura	NA	735679032	en	PhysicalObject	NA	NA	5379	SBMNH	NA	NA	urn:catalog:SBMNH:MAM:5379	NA	North America;United States;California;Ventura County;;;;	ICZN	NA	NA	NA	124	requires verification	Fillmore	NA	MAM	North America; United States; California; Ventura County; ; ; ;	urn:catalog:SBMNH:MAM:5379	NA	NA	NA	NA	NA	NA	NA	Animalia:Chordata:Mammalia:Insectivora:Talpidae:Scapanus	NA	NA	NATIVE	NA	124	NA	NA	9c963d06-c0ae-42b7-935e-504bd59fd7de	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	192
Scapanus latimanus latimanus	-121.14551276313702	38.08010196518815	cdrep,cdround,osiic,incomis,inmafu	gbif	1145705624	Scapanus latimanus latimanus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:56Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	3486	NA	NA	NORTH_AMERICA	California	1968	5	12	1968-05-12	2021-04-22T00:50:00Z	2021-05-29T00:55:56Z	http://arctos.database.museum/guid/MVZ:Mamm:136206	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	San Joaquin County	unknown	1145705624	en	PhysicalObject	skull; skin, study	Tamrya D. d'Artenay	MVZ:Mamm:136206	MVZ	1968-05-12	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:136206?seid=1596820	2002-04-05 00:00:00	North America, United States, California, San Joaquin County	ICZN	12 May 1968	Tamrya D. d'Artenay	MaNIS georeferencing guidelines	133	unverified	5.5 mi N, 30 mi E Oakley	decimal degrees	Mammal specimens	Bradford Island, 5.5 mi N, 30 mi E Oakley	http://arctos.database.museum/guid/MVZ:Mamm:136206?seid=1596820	Collector(s): James F. Lynch	collector number=638	http://arctos.database.museum/guid/MVZ:Mamm:136206	"[{""scientific_name"":""Scapanus latimanus latimanus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:100000	NA	NA	NA	KILLED 13 MAY 1968; MISSING NOV 1979 EJK	NA	NA	NA	NA	638	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	193
Scapanus latimanus occultus Grinnell & Swarth, 1912	-118.961389	34.385556	cdround,colmafu	gbif	735677680	Scapanus latimanus occultus Grinnell & Swarth, 1912	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-28T06:54:30Z	2021-03-30T11:01:24Z	129	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1968	6	25	1968-06-25	2014-10-10T00:00:00Z	2021-03-30T11:01:24Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34834	NA	Ventura	NA	735677680	en	PhysicalObject	NA	NA	5378	SBMNH	NA	NA	urn:catalog:SBMNH:MAM:5378	NA	North America;United States;California;Ventura County;;;;	ICZN	NA	NA	NA	176	requires verification	Fillmore; 1/2 mi W; Peyton Ranch	NA	MAM	North America; United States; California; Ventura County; ; ; ;	urn:catalog:SBMNH:MAM:5378	NA	NA	NA	NA	NA	NA	NA	Animalia:Chordata:Mammalia:Insectivora:Talpidae:Scapanus	NA	NA	NATIVE	NA	176	NA	NA	9c963d06-c0ae-42b7-935e-504bd59fd7de	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	194
Scapanus latimanus (Bachman, 1842)	-120.79	38.614	gass84,gdativ,incomis	gbif	2381389388	Scapanus latimanus (Bachman, 1842)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:15Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	2436194	1	44	359	803	9469	2436187	2436194	2436194	Scapanus latimanus (Bachman, 1842)	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1968	6	4	1968-06-04	2020-11-12T00:00:00Z	2021-03-30T12:20:15Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-2740	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	El Dorado	NA	2381389388	en	PhysicalObject	skin | skull | body skeleton	NA	2740	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:2740	NA	| USA | California | El Dorado |  |  |  |	ICZN	6/4/1968	NA	NA	156	requires verification	8 mi. S Placerville	NA	Mammals	USA | California | El Dorado | 8 mi. S Placerville	urn:catalog:SDNHM:Mammals:2740	A. M. Rea	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Scapanus	NA	NA	NATIVE	LC	156	NA	urn:catalog:SDNHM:Mammals:2740. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	195
Scapanus latimanus occultus Grinnell & Swarth, 1912	-118.863348	36.416463	cdround,colmafu	gbif	1656639228	Scapanus latimanus occultus Grinnell & Swarth, 1912	431b19b9-b5b4-4bcb-ae11-072899dd4c52	a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T15:20:32Z	2021-03-30T10:19:07Z	88	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1968	11	9	1968-11-09	2017-08-16T00:00:00Z	2021-03-30T10:19:07Z	http://portal.vertnet.org/o/csulb/mammals?id=7641	http://creativecommons.org/publicdomain/zero/1.0/legalcode	ffa867ad-5926-476b-bbb6-09be3b11b3c4	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/0vp2-jp6s	NA	Tulare	NA	1656639228	en	PhysicalObject	skin | skull	NA	7641	CSULB	NA	NA	3ab72b28-a40d-4e79-8dce-6661a8b7cabd	NA	North America | United States | California | Tulare County |  |  |  |	ICZN	1968-11-09	NA	NA	314	requires verification	3 miles southeast of Three Rivers	NA	Mammals	North America | United States | California | Tulare County | 3 miles southeast of Three Rivers	3ab72b28-a40d-4e79-8dce-6661a8b7cabd	Obenlies, D	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Animalia | Chordata | Mammalia | Soricomorpha | Talpidae | Scapanus	NA	NA	NATIVE	NA	314	NA	NA	c33c9938-da09-40f8-835c-e3ff75dc4f50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	196
Scapanus latimanus occultus Grinnell & Swarth, 1912	-119.513789	34.397315999999996	colmafu	gbif	1656639297	Scapanus latimanus occultus Grinnell & Swarth, 1912	431b19b9-b5b4-4bcb-ae11-072899dd4c52	a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T15:20:32Z	2021-03-30T10:19:07Z	88	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1967	4	16	1967-04-16	2017-08-16T00:00:00Z	2021-03-30T10:19:07Z	http://portal.vertnet.org/o/csulb/mammals?id=7642	http://creativecommons.org/publicdomain/zero/1.0/legalcode	ffa867ad-5926-476b-bbb6-09be3b11b3c4	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/0vp2-jp6s	NA	Santa Barbara	NA	1656639297	en	PhysicalObject	skin | skull	NA	7642	CSULB	NA	NA	d5158472-319b-4253-9790-9c36446f4130	NA	North America | United States | California | Santa Barbara County |  |  |  |	ICZN	1967-04-16	NA	NA	106	requires verification	Carpinteria	NA	Mammals	North America | United States | California | Santa Barbara County | Carpinteria	d5158472-319b-4253-9790-9c36446f4130	Vedder, B	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Animalia | Chordata | Mammalia | Soricomorpha | Talpidae | Scapanus	NA	NA	NATIVE	NA	106	NA	NA	c33c9938-da09-40f8-835c-e3ff75dc4f50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	197
Scapanus latimanus occultus Grinnell & Swarth, 1912	-117.033937224701	33.218331652863995	cdrep,colmafu	gbif	686474349	Scapanus latimanus occultus Grinnell & Swarth, 1912	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	c7b49e46-602a-4172-98d2-6b027c6b049f	US	DWC_ARCHIVE	2021-05-06T17:18:54Z	2021-05-06T17:22:52Z	242	b554c320-0560-11d8-b851-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1967	5	1	1967-05-01	NA	2021-05-06T17:22:52Z	NA	http://creativecommons.org/licenses/by/4.0/legalcode	49fb6451-91b7-4af2-8cd3-354539a77589	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/iakn-125z	TotalLength: 150.0; TailLength: 28.0; HindFoot: 20.0	SAN DIEGO CO	NA	686474349	en	PhysicalObject	Skin Complete;  Skull Complete	NA	147229	KU	NA	NA	962dde44-1ed8-11e3-bfac-90b11c41863e	2007-02-21	NA	NA	NA	N Slade	NA	NA	NA	VALLEY CENTER	decimal degrees	KUM	NA	962dde44-1ed8-11e3-bfac-90b11c41863e	SCHWARTZ A & MARIN R	NA	NA	NA	NA	NA	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	NA	NA	Topozone 1:25000	NA	NA	NA	NA	NA	37698cd9-5f58-4eaf-a90e-f2fc871b832d	NA	NA	NA	University of Kansas Biodiversity Institute Mammalogy Collection	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198
Scapanus latimanus (Bachman, 1842)	-121.93472	37.94111	gass84,osiic	gbif	896305361	Scapanus latimanus (Bachman, 1842)	226b536c-25f9-4f6b-b144-edcbdffa3566	247b85e0-4e6b-46d1-b1c8-47b00bb8ced7	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-28T22:53:59Z	2021-05-28T22:54:02Z	297	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	2436194	1	44	359	803	9469	2436187	2436194	2436194	Scapanus latimanus (Bachman, 1842)	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	NA	SPECIES	ACCEPTED	NA	3165	NA	NA	NORTH_AMERICA	California	1967	6	30	1967-06-30	NA	2021-05-28T22:54:02Z	http://arctos.database.museum/guid/MLZ:Mamm:1030	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	MLZ	sex=male	Contra Costa County	unknown	896305361	en	PhysicalObject	skin; skull	unknown	MLZ:Mamm:1030	MLZ	1967-06-30	John C. Hafner	http://arctos.database.museum/guid/MLZ:Mamm:1030?seid=1487821	2012-07-08 00:00:00	North America, United States, California, Contra Costa County	ICZN	30 JUN 1967	unknown	GeoLocate	181	unverified	Clayton	NA	Mammal specimens	CLAYTON	http://arctos.database.museum/guid/MLZ:Mamm:1030?seid=1487821	Collector(s): John C. Hafner	collector number=67-1	http://arctos.database.museum/guid/MLZ:Mamm:1030	"[{""scientific_name"":""Scapanus latimanus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""John C. Hafner"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus,	55	GeoLocate	NA	LC	NA	NA	NA	NA	NA	NA	67-1	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	199
Scapanus latimanus caurinus F.G.Palmer, 1937	-123.02394094128412	38.692989707619894	cdrep,cdround,osiic,incomis,inmafu	gbif	1145705485	Scapanus latimanus caurinus F.G.Palmer, 1937	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:04Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163427	1	44	359	803	9469	2436187	2436194	6163427	Scapanus latimanus caurinus F.G.Palmer, 1937	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	caurinus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	30	NA	NA	NORTH_AMERICA	California	1967	12	3	1967-12-03	2021-05-07T15:30:00Z	2021-05-29T00:56:04Z	http://arctos.database.museum/guid/MVZ:Mamm:136096	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	Sonoma County	unknown	1145705485	en	PhysicalObject	skull; skin, study	Saori L. Haigo	MVZ:Mamm:136096	MVZ	1967-12-03	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:136096?seid=1389512	2001-10-16 00:00:00	North America, United States, California, Sonoma County	ICZN	3 Dec 1967	Saori L. Haigo	not recorded	337	unverified	Skaggs Springs	decimal degrees	Mammal specimens	Skaggs Spring	http://arctos.database.museum/guid/MVZ:Mamm:136096?seid=1389512	Collector(s): R. Bruce Bury; James F. Lynch	collector number=4381	http://arctos.database.museum/guid/MVZ:Mamm:136096	"[{""scientific_name"":""Scapanus latimanus caurinus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	not recorded	NA	NA	NA	NA	NA	NA	NA	NA	4381	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200
Scapanus latimanus occultus Grinnell & Swarth, 1912	-119.880556	34.460556	cdround,colmafu	gbif	735662228	Scapanus latimanus occultus Grinnell & Swarth, 1912	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-28T06:54:30Z	2021-03-30T11:01:29Z	129	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	60.96	0	NORTH_AMERICA	California	1966	1	30	1966-01-30	2014-10-10T00:00:00Z	2021-03-30T11:01:29Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34834	NA	Santa Barbara	NA	735662228	en	PhysicalObject	NA	NA	650	SBMNH	NA	NA	urn:catalog:SBMNH:MAM:650	NA	North America;United States;California;Santa Barbara County;;;;	ICZN	NA	NA	NA	30	requires verification	Goleta; 1.5 mi N; Glen Annie Canyon Rd.	NA	MAM	North America; United States; California; Santa Barbara County; ; ; ;	urn:catalog:SBMNH:MAM:650	NA	NA	NA	NA	NA	NA	NA	Animalia:Chordata:Mammalia:Insectivora:Talpidae:Scapanus	NA	NA	NATIVE	NA	30	NA	NA	9c963d06-c0ae-42b7-935e-504bd59fd7de	200 ft	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	201
