"Museum_Number"	"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"prelim_taxon_name"	"box"	"misc"
"139"	"LACMP23-28242"	"NSF-16-123b"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"1"	"n"
"140"	"LACMP23-28243"	"NSF-16-124"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf maniculatus"	"Peromyscus cf maniculatus"	"1"	"n"
"141"	"LACMP23-28244"	"NSF-16-125"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"1"	"n"
"142"	"LACMP23-28245"	"NSF-16-126"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"143"	"LACMP23-28246"	"NSF-16-127"	"B2/L3"	"Mammalia"	"Rodentia"	"?Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"1"	"n"
"144"	"LACMP23-28247"	"NSF-16-128a"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"1"	"n"
"145"	"LACMP23-28248"	"NSF-16-128b"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"1"	"n"
"146"	"LACMP23-28249"	"NSF-16-129"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"1"	"n"
"147"	"LACMP23-28250"	"NSF-16-130"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf californicus"	"Peromyscus cf californicus"	"1"	"n"
"148"	"LACMP23-28251"	"NSF-16-131"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf californicus"	"Peromyscus cf californicus"	"1"	"n"
"149"	"LACMP23-28252"	"NSF-16-132"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"150"	"LACMP23-28253"	"NSF-16-133a"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"151"	"LACMP23-28254"	"NSF-16-133b"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"152"	"LACMP23-28255"	"NSF-16-134"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf californicus"	"Peromyscus cf californicus"	"1"	"n"
"153"	"LACMP23-28256"	"NSF-16-135"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"1"	"n"
"154"	"LACMP23-28257"	"NSF-16-136"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"1"	"n"
"155"	"LACMP23-28258"	"NSF-16-137"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf californicus"	"Peromyscus cf californicus"	"1"	"n"
"156"	"LACMP23-28259"	"NSF-16-138"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"157"	"Not Cataloged"	"NSF-16-139"	"B2/L3"	"Mammalia"	"Rodentia/Lagomorpha"	NA	NA	NA	NA	"Mammalia-Rodentia/Lagomorpha"	"1"	"n"
"158"	"LACMP23-28260"	"NSF-16-140"	"B2/L3"	"Mammalia"	NA	NA	NA	NA	NA	"Mammalia-NA"	"1"	"n"
"159"	"LACMP23-28261"	"NSF-16-141"	"A1/L4"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"160"	"LACMP23-28262"	"NSF-16-142"	"A1/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"161"	"LACMP23-28263"	"NSF-16-143"	"A1/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"162"	"LACMP23-28264"	"NSF-16-144"	"A1/L4"	"Mammalia"	"Carnivora"	"cf Mustelidae"	NA	"Taxidea"	"taxus"	"Taxidea taxus"	"1"	"n"
"163"	"LACMP23-28265"	"NSF-16-145a"	"A1/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"1"	"n"
"164"	"LACMP23-28266"	"NSF-16-145b"	"A1/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"1"	"n"
"165"	"LACMP23-28267"	"NSF-16-146"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"1"	"n"
"166"	"LACMP23-28268"	"NSF-16-147"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"1"	"n"
"167"	"LACMP23-28269"	"NSF-16-148"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"1"	"n"
"168"	"LACMP23-28270"	"NSF-16-149"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"1"	"n"
"169"	"LACMP23-28271"	"NSF-16-150"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"170"	"LACMP23-28272"	"NSF-16-151"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"171"	"LACMP23-28273"	"NSF-16-152"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"172"	"LACMP23-28274"	"NSF-16-153"	"A2/L4"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"173"	"LACMP23-28275"	"NSF-16-154"	"A2/L4"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"174"	"LACMP23-28276"	"NSF-16-155"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"175"	"LACMP23-28277"	"NSF-16-156"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"176"	"LACMP23-28278"	"NSF-16-157"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"177"	"LACMP23-28279"	"NSF-16-158a"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"1"	"n"
"178"	"LACMP23-28280"	"NSF-16-158b"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"179"	"LACMP23-28281"	"NSF-16-158c"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"180"	"LACMP23-28282"	"NSF-16-158d"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"1"	"n"
"181"	"LACMP23-28283"	"NSF-16-158e"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"182"	NA	"NSF-16-160"	"A2/L4"	"Mammalia"	"Rodentia/Lagomorpha"	NA	NA	NA	NA	"Mammalia-Rodentia/Lagomorpha"	"1"	"n"
"183"	"LACMP23-28291"	"NSF-16-161"	"A2/L4"	"Mammalia"	"Carnivora"	NA	NA	NA	NA	"Mammalia-Carnivora"	"1"	"n"
"184"	"LACMP23-28292"	"NSF-16-162"	"A2/L4"	"Mammalia"	NA	NA	NA	NA	NA	"Mammalia-NA"	"1"	"n"
"185"	"LACMP23-28293"	"NSF-16-163"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf maniculatus"	"Peromyscus cf maniculatus"	"1"	"n"
"186"	"LACMP23-28294"	"NSF-16-164"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"187"	"LACMP23-28295"	"NSF-16-165"	"A2/L4"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"188"	"LACMP23-28296"	"NSF-16-166"	"A2/L4"	"Mammalia"	"?Rodentia"	NA	NA	NA	NA	"Mammalia-?Rodentia"	"1"	"n"
"189"	"LACMP23-28297"	"NSF-16-167"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"190"	"LACMP23-28298"	"NSF-16-168"	"A2/L4"	"Mammalia"	"Carnivora"	NA	NA	NA	NA	"Mammalia-Carnivora"	"1"	"n"
"191"	"LACMP23-28299"	"NSF-16-169"	"A2/L4"	"Mammalia"	"Carnivora"	NA	NA	NA	NA	"Mammalia-Carnivora"	"1"	"n"
"192"	"LACMP23-28300"	"NSF-16-170"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"193"	"LACMP23-28301"	"NSF-16-171"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"194"	"LACMP23-28302"	"NSF-16-172"	"A2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Perognathinae"	NA	NA	"Mammalia-Rodentia"	"1"	"n"
"195"	"LACMP23-28303"	"NSF-16-173"	"A2/L4"	"Mammalia"	NA	NA	NA	NA	NA	"Mammalia-NA"	"1"	"n"
"196"	"LACMP23-28204"	"NSF-16-174"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"197"	"LACMP23-28305"	"NSF-16-175"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"198"	"LACMP23-28306"	"NSF-16-176"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"199"	"LACMP23-28307"	"NSF-16-177"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"200"	"LACMP23-28308"	"NSF-16-178"	"A2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"1"	"n"
"201"	"LACMP23-28309"	"NSF-16-179"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"202"	"LACMP23-28310"	"NSF-16-180"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"203"	"LACMP23-28311"	"NSF-16-181"	"A2/L4"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"1"	"n"
"204"	"LACMP23-28312"	"NSF-16-182"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"205"	"LACMP23-28313"	"NSF-16-183"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"1"	"n"
"206"	"LACMP23-28314"	"NSF-16-184"	"A2/L4"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"207"	"LACMP23-28315"	"NSF-16-185"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"208"	"LACMP23-28316"	"NSF-16-186"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"209"	"LACMP23-28317"	"NSF-16-187"	"A2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"210"	"LACMP23-28318"	"NSF-16-188"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"211"	"LACMP23-28319"	"NSF-16-189"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"212"	"LACMP23-28320"	"NSF-16-190"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"213"	"LACMP23-28321"	"NSF-16-191"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"214"	"LACMP23-28324"	"NSF-16-193"	"A2/L4"	"Mammalia"	"Carnivora"	"Canidae"	NA	"Canis"	"sp"	"Canis sp"	"1"	"n"
"215"	"Not Cataloged"	"NSF-16-194"	"A2/L4"	"Mammalia"	"Rodentia/Lagomorpha"	NA	NA	NA	NA	"Mammalia-Rodentia/Lagomorpha"	"1"	"n"
"216"	"LACMP23-28325"	"NSF-16-195"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"1"	"n"
"217"	"LACMP23-28326"	"NSF-16-196"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"1"	"n"
"218"	"LACMP23-28327"	"NSF-16-197"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"1"	"n"
"219"	"LACMP23-28328"	"NSF-16-198"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"1"	"n"
"220"	"LACMP23-28329"	"NSF-16-199"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"221"	"LACMP23-28330"	"NSF-16-200"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"222"	"LACMP23-28331"	"NSF-16-201"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"223"	"LACMP23-28333"	"NSF-16-202"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"224"	"LACMP23-28334"	"NSF-16-203"	"A2/L5"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"225"	"LACMP23-28335"	"NSF-16-204"	"A2/L5"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"226"	"LACMP23-28336"	"NSF-16-205"	"A2/L5"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"227"	"LACMP23-28337"	"NSF-16-206"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"228"	"LACMP23-28338"	"NSF-16-207"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"229"	"LACMP23-28339"	"NSF-16-208"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"230"	"LACMP23-28340"	"NSF-16-209"	"A2/L5"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"1"	"n"
"231"	"Not Cataloged"	"NSF-16-210"	"A2/L5"	"Mammalia"	"Rodentia/Lagomorpha"	NA	NA	NA	NA	"Mammalia-Rodentia/Lagomorpha"	"1"	"n"
"232"	"LACMP23-28341"	"NSF-16-211"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"1"	"n"
"233"	"LACMP23-28332"	"NSF-16-212"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"234"	"LACMP23-28342"	"NSF-16-213"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"235"	"LACMP23-28343"	"NSF-16-214"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"236"	"LACMP23-28344"	"NSF-16-215"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"237"	"LACMP23-28345"	"NSF-16-216"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"238"	"LACMP23-28390"	"NSF-16-217"	"A2/L5"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"Mustela"	"frenata"	"Mustela frenata"	"1"	"n"
"239"	"LACMP23-28391"	"NSF-16-218"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"1"	"n"
"240"	"LACMP23-28392"	"NSF-16-219a"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"241"	"LACMP23-28393"	"NSF-16-219b"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"242"	"LACMP23-28394"	"NSF-16-220"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"243"	"LACMP23-28395"	"NSF-16-221"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"244"	"LACMP23-28396"	"NSF-16-222"	"A2/L5"	"Mammalia"	"Rodentia"	NA	NA	NA	NA	"Mammalia-Rodentia"	"1"	"n"
"245"	"LACMP23-28397"	"NSF-16-223"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"246"	"LACMP23-28398"	"NSF-16-224"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	NA	NA	NA	"Mammalia-Rodentia"	"1"	"n"
"247"	"LACMP23-28399"	"NSF-16-225"	"A2/L5"	"Mammalia"	"cf Rodentia"	NA	NA	NA	NA	"Mammalia-cf Rodentia"	"1"	"n"
"248"	"LACMP23-28400"	"NSF-16-226"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"249"	"LACMP23-28401"	"NSF-16-227"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"1"	"n"
"250"	"LACMP23-28402"	"NSF-16-228"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"1"	"n"
"251"	"LACMP23-28403"	"NSF-16-229a"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"252"	"LACMP23-28404"	"NSF-16-229b"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"253"	"LACMP23-28503"	"NSF-16-230"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"254"	"LACMP23-28504"	"NSF-16-231"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"255"	"LACMP23-28505"	"NSF-16-232"	"A2/L5"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"256"	"LACMP23-28506"	"NSF-16-233"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"257"	"LACMP23-28507"	"NSF-16-234"	"A2/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"258"	"LACMP23-28508"	"NSF-16-235"	"A2/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"259"	"LACMP23-28509"	"NSF-16-236"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"macrotis"	"Neotoma macrotis"	"1"	"n"
"260"	"LACMP23-28510"	"NSF-16-237"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"261"	"LACMP23-28511"	"NSF-16-238"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"262"	"LACMP23-28512"	"NSF-16-239"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"263"	"LACMP23-28513"	"NSF-16-240"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"1"	"n"
"264"	"LACMP23-28514"	"NSF-16-241"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf californicus"	"Peromyscus cf californicus"	"1"	"n"
"265"	"LACMP23-28515"	"NSF-16-242"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	"sp"	"cf Peromyscus sp"	"1"	"n"
"266"	"LACMP23-28516"	"NSF-16-243"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"1"	"n"
"267"	"LACMP23-28517"	"NSF-16-244"	"B1/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"1"	"n"
"268"	"LACMP23-28518"	"NSF-16-245"	"B1/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"1"	"n"
"269"	"LACMP23-28519"	"NSF-16-246"	"B1/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"1"	"n"
"270"	"LACMP23-28520"	"NSF-16-247"	"B1/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"1"	"n"
"271"	"LACMP23-28521"	"NSF-16-248"	"B1/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"272"	"LACMP23-28522"	"NSF-16-249"	"B1/L2"	"Mammalia"	"Carnivora"	"Mephitidae"	NA	"Mephitis"	"mephitis"	"Mephitis mephitis"	"1"	"n"
"273"	"LACMP23-28523"	"NSF-16-250"	"B1/L2"	"Mammalia"	"Carnivora"	NA	NA	NA	NA	"Mammalia-Carnivora"	"1"	"n"
"274"	"LACMP23-28524"	"NSF-16-251"	"B1/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"1"	"n"
"275"	"LACMP23-28525"	"NSF-16-252"	"B1/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	NA	"Mammalia-Rodentia"	"1"	"n"
"276"	"LACMP23-28526"	"NSF-16-253"	"B1/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"1"	"n"
"277"	"LACMP23-28527"	"NSF-16-254"	"B1/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"278"	"LACMP23-28528"	"NSF-16-255"	"B1/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"1"	"n"
"279"	"LACMP23-28529"	"NSF-16-256"	"B1/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
"280"	"LACMP23-28530"	"NSF-16-257"	"B1/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"1"	"n"
