"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"Element_original"	"Notes"	"Last.ID.revision"	"Museum_Number"	"prelim_taxon_name"	"box"
"792"	"NSF-17-64"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"lower left m2"	""	""	"LACMP23-31564"	"Peromyscus sp"	"14"
"793"	"NSF-17-65"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"lower left m1"	""	""	"LACMP23-31565"	"Peromyscus sp"	"14"
"794"	"NSF-17-66"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper right M1"	""	""	"LACMP23-31566"	"Mammalia-Rodentia"	"14"
"795"	"NSF-17-67"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"molar frag"	""	""	"LACMP23-31567"	"Cricetidae (Neotominae)"	"14"
"796"	"NSF-17-68"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"upper left M2"	""	""	"LACMP23-31568"	"Reithrodontomys cf megalotis"	"14"
"797"	"NSF-17-69"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower right m2"	""	""	"LACMP23-31569"	"Mammalia-Rodentia"	"14"
"798"	"NSF-17-70"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower right m2"	""	""	"LACMP23-31570"	"Mammalia-Rodentia"	"14"
"799"	"NSF-17-71"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"lower left m1"	""	""	"LACMP23-31571"	"Peromyscus sp"	"14"
"800"	"NSF-17-72"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower (left?) m3"	"poorly preserved, digested?"	""	"LACMP23-31572"	"Cricetidae (Neotominae)"	"14"
"801"	"NSF-17-73"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower right m2"	""	""	"LACMP23-31573"	"Mammalia-Rodentia"	"14"
"802"	"NSF-17-74"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"lower right m1"	""	""	"LACMP23-31574"	"Mammalia-Rodentia"	"14"
"803"	"NSF-17-75"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower right m2"	""	""	"LACMP23-31575"	"Mammalia-Rodentia"	"14"
"804"	"NSF-17-76"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"upper right M1"	""	""	"LACMP23-31576"	"Reithrodontomys cf megalotis"	"14"
"805"	"NSF-17-77"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower left m1"	""	""	"LACMP23-31577"	"Mammalia-Rodentia"	"14"
"806"	"NSF-17-78"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"upper left M2"	""	""	"LACMP23-31578"	"Mammalia-Rodentia"	"14"
"807"	"NSF-17-79"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower right m2"	""	""	"LACMP23-31579"	"Mammalia-Rodentia"	"14"
"808"	"NSF-17-80"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"molar frag"	""	""	"LACMP23-31580"	"Cricetidae (Neotominae)"	"14"
"809"	"NSF-17-81"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"lower left m1"	""	""	"LACMP23-31581"	"Peromyscus sp"	"14"
"810"	"NSF-17-82"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"lower right m2"	""	""	"LACMP23-31582"	"Peromyscus sp"	"14"
"811"	"NSF-17-83"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"upper right M2"	""	""	"LACMP23-31583"	"Peromyscus sp"	"14"
"812"	"NSF-17-84"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"upper left M2"	""	""	"LACMP23-31584"	"Peromyscus sp"	"14"
"813"	"NSF-17-85"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"broken molar "	"(2 frags)"	""	"LACMP23-31585"	"Cricetidae (Neotominae)"	"14"
"814"	"NSF-17-86"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper left M2"	""	""	"LACMP23-31586"	"Mammalia-Rodentia"	"14"
"815"	"NSF-17-87"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"upper left M1"	"poorly preserved, digested?"	""	"LACMP23-31587"	"Mammalia-Rodentia"	"14"
"816"	"NSF-17-88"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus "	"sp"	"lower left m1"	""	""	"LACMP23-31588"	"Peromyscus  sp"	"14"
"817"	"NSF-17-89"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"lower left m2"	""	""	"LACMP23-31589"	"Mammalia-Rodentia"	"14"
"818"	"NSF-17-90"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus "	"sp"	"upper left M1"	""	""	"LACMP23-31590"	"Peromyscus  sp"	"14"
"819"	"NSF-17-91"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus "	"sp"	"lower left m1"	""	""	"LACMP23-31591"	"Peromyscus  sp"	"14"
"820"	"NSF-17-92"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf. Peromyscus"	""	"upper right M1"	""	""	"LACMP23-31592"	"Mammalia-Rodentia"	"14"
"821"	"NSF-17-93"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower right m1"	""	""	"LACMP23-31593"	"Mammalia-Rodentia"	"14"
"822"	"NSF-17-94"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper left M1"	""	""	"LACMP23-31594"	"Mammalia-Rodentia"	"14"
"823"	"NSF-17-95"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"molar frag"	""	""	"LACMP23-31595"	"Cricetidae (Neotominae)"	"14"
"824"	"NSF-17-96"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"upper left M1"	"worn, has lateral accessory lophs"	""	"LACMP23-31596"	"Mammalia-Rodentia"	"14"
"825"	"NSF-17-97"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"lower left m1"	""	""	"LACMP23-31597"	"Reithrodontomys cf megalotis"	"14"
"826"	"NSF-17-98"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"molar frag"	""	""	"LACMP23-31598"	"Cricetidae (Neotominae)"	"14"
"827"	"NSF-17-99"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"partial lower left m1"	""	""	"LACMP23-31599"	"Mammalia-Rodentia"	"14"
"828"	"NSF-17-100"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"partial molar"	"occlusal surface covered with matrix"	""	"LACMP23-31600"	"Cricetidae (Neotominae)"	"14"
"829"	"NSF-17-101"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"upper right M2"	"occlusal surface covered with matrix"	""	"LACMP23-31601"	"Cricetidae (Neotominae)"	"14"
"830"	"NSF-17-102"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"lower left m1"	""	""	"LACMP23-31602"	"Peromyscus sp"	"14"
"831"	"NSF-17-103"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"upper left M2"	""	""	"LACMP23-31603"	"Mammalia-Rodentia"	"14"
"832"	"NSF-17-104"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"lower right m3"	""	""	"LACMP23-31604"	"Peromyscus sp"	"14"
"833"	"NSF-17-105"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"upper left M1"	""	""	"LACMP23-31605"	"Mammalia-Rodentia"	"14"
"834"	"NSF-17-106"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"upper left M2"	""	""	"LACMP23-31606"	"Reithrodontomys cf megalotis"	"14"
"835"	"NSF-17-107"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper right M2"	""	""	"LACMP23-31607"	"Mammalia-Rodentia"	"14"
"836"	"NSF-17-108"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"partial tooth"	"poorly preserved"	""	"LACMP23-31608"	"Cricetidae (Neotominae)"	"14"
"837"	"NSF-17-109"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"upper right M2"	"poorly preserved"	""	"LACMP23-31609"	"Cricetidae (Neotominae)"	"14"
"838"	"NSF-17-110"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"lower left m2"	""	""	"LACMP23-31619"	"Peromyscus sp"	"14"
"839"	"NSF-17-111"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"broken molar "	"2 frags"	""	"LACMP23-31618"	"Cricetidae (Neotominae)"	"14"
"840"	"NSF-17-112"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"upper right M3"	"strange lophs"	""	"LACMP23-31617"	"Neotoma sp"	"14"
"841"	"NSF-17-113"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower molar (right m1?)"	"very worn"	""	"LACMP23-31616"	"Cricetidae (Neotominae)"	"14"
"842"	"NSF-17-114"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf. Neotoma"	""	"molar frag"	""	""	"LACMP23-31615"	"Mammalia-Rodentia"	"14"
"843"	"NSF-17-115"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"maxillary frag"	""	""	"LACMP23-31611"	"Mammalia-Rodentia"	"14"
"844"	"NSF-17-116"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"partial anterior right dentary"	""	""	"LACMP23-31612"	"Mammalia-Rodentia"	"14"
"845"	"NSF-17-117"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"partial anterior right dentary"	""	""	"LACMP23-31613"	"Mammalia-Rodentia"	"14"
"846"	"NSF-17-118"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"maxillary frag"	""	""	"LACMP23-31614"	"Mammalia-Rodentia"	"14"
"847"	"NSF-17-119"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	""	"lower right m1"	""	""	"LACMP23-31610"	"Mammalia-Rodentia"	"14"
"848"	"NSF-17-120"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	""	"lower right m1"	"surface covered w/ matrix"	""	"LACMP23-31620"	"Mammalia-Rodentia"	"14"
"849"	"NSF-17-121"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper left M1"	""	""	"LACMP23-31621"	"Microtus sp"	"14"
"850"	"NSF-17-122"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"partial lower left m1"	""	""	"LACMP23-31622"	"Microtus sp"	"14"
"851"	"NSF-17-123"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper left M1"	""	""	"LACMP23-31623"	"Microtus sp"	"14"
"852"	"NSF-17-124"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M1"	""	""	"LACMP23-31624"	"Microtus sp"	"14"
"853"	"NSF-17-125"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31625"	"Mammalia-Rodentia"	"14"
"854"	"NSF-17-126"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31626"	"Mammalia-Rodentia"	"14"
"855"	"NSF-17-127"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M3"	""	""	"LACMP23-31627"	"Microtus sp"	"14"
"856"	"NSF-17-128"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"lower right m2"	"gracile for Microtus"	""	"LACMP23-31628"	"Mammalia-Rodentia"	"14"
"857"	"NSF-17-129"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"molar frag"	""	""	"LACMP23-31629"	"Microtus sp"	"14"
"858"	"NSF-17-130"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"broken molar"	"3 frags"	""	"LACMP23-31630"	"Microtus sp"	"14"
"859"	"NSF-17-131"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"lower right m2"	""	""	"LACMP23-31631"	"Microtus sp"	"14"
"860"	"NSF-17-132"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M2"	""	""	"LACMP23-31632"	"Microtus sp"	"14"
"861"	"NSF-17-133"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M2"	""	""	"LACMP23-31633"	"Microtus sp"	"14"
"862"	"NSF-17-134"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper left M3"	""	""	"LACMP23-31634"	"Microtus sp"	"14"
"863"	"NSF-17-135"	"C3/L5"	"Mammalia"	"Rodentia"	""	""	""	""	"partial tooth"	"2 frags"	""	"LACMP23-31635"	"Mammalia-Rodentia"	"14"
"864"	"NSF-17-136"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"lower right m1 frag"	""	""	"LACMP23-31636"	"Microtus sp"	"14"
"865"	"NSF-17-137"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31637"	"Mammalia-Rodentia"	"14"
"866"	"NSF-17-138"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M2"	""	""	"LACMP23-31638"	"Microtus sp"	"14"
"867"	"NSF-17-139"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"broken molar"	"several frags"	""	"LACMP23-31639"	"Mammalia-Rodentia"	"14"
"868"	"NSF-17-140"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"lower left m2"	""	""	"LACMP23-31640"	"Microtus sp"	"14"
"869"	"NSF-17-141"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M2"	""	""	"LACMP23-31641"	"Microtus sp"	"14"
"870"	"NSF-17-142"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"lower left m2"	""	""	"LACMP23-31642"	"Microtus sp"	"14"
"871"	"NSF-17-143"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"lower right m3"	""	""	"LACMP23-31643"	"Microtus sp"	"14"
"872"	"NSF-17-144"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper left M3"	""	""	"LACMP23-31644"	"Microtus sp"	"14"
"873"	"NSF-17-145"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M3"	""	""	"LACMP23-31645"	"Microtus sp"	"14"
"874"	"NSF-17-146"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31646"	"Mammalia-Rodentia"	"14"
"875"	"NSF-17-147"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31647"	"Mammalia-Rodentia"	"14"
"876"	"NSF-17-148"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31648"	"Mammalia-Rodentia"	"14"
"877"	"NSF-17-149"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31649"	"Mammalia-Rodentia"	"14"
"878"	"NSF-17-150"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31650"	"Mammalia-Rodentia"	"14"
"879"	"NSF-17-151"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31651"	"Mammalia-Rodentia"	"14"
"880"	"NSF-17-152"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31652"	"Mammalia-Rodentia"	"14"
"881"	"NSF-17-153"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31653"	"Mammalia-Rodentia"	"14"
"882"	"NSF-17-154"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31654"	"Mammalia-Rodentia"	"14"
"883"	"NSF-17-155"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31655"	"Mammalia-Rodentia"	"14"
"884"	"NSF-17-156"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31656"	"Mammalia-Rodentia"	"14"
"885"	"NSF-17-157"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31657"	"Mammalia-Rodentia"	"14"
"886"	"NSF-17-158"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31658"	"Mammalia-Rodentia"	"14"
"887"	"NSF-17-159"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31659"	"Mammalia-Rodentia"	"14"
"888"	"NSF-17-160"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31660"	"Mammalia-Rodentia"	"14"
"889"	"NSF-17-161"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31661"	"Mammalia-Rodentia"	"14"
"890"	"NSF-17-162"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31662"	"Mammalia-Rodentia"	"14"
"891"	"NSF-17-163"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31663"	"Mammalia-Rodentia"	"14"
"892"	"NSF-17-164"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M3"	""	""	"LACMP23-31664"	"Microtus sp"	"14"
"893"	"NSF-17-165"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"partial upper left M2"	""	""	"LACMP23-31665"	"Microtus sp"	"14"
"894"	"NSF-17-166"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M1"	""	""	"LACMP23-31666"	"Microtus sp"	"14"
"895"	"NSF-17-167"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"partial lower left m1"	""	""	"LACMP23-31667"	"Microtus sp"	"14"
"896"	"NSF-17-168"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"partial lower left m2"	""	""	"LACMP23-31668"	"Microtus sp"	"14"
"897"	"NSF-17-169"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"partial upper right M2"	""	""	"LACMP23-31669"	"Microtus sp"	"14"
"898"	"NSF-17-170"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf. Microtus"	""	"molar frag"	""	""	"LACMP23-31670"	"Mammalia-Rodentia"	"14"
"899"	"NSF-17-171"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"partial lower right m2"	""	""	"LACMP23-31671"	"Microtus sp"	"14"
"900"	"NSF-17-172"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper left M2"	""	""	"LACMP23-31672"	"Microtus sp"	"14"
"901"	"NSF-17-173"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"right dentary frag"	"juv?"	""	"LACMP23-31673"	"Mammalia-Lagomorpha"	"14"
"902"	"NSF-17-174"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper left P2"	""	""	"LACMP23-31674"	"Sylvilagus sp"	"14"
"903"	"NSF-17-175"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"tooth frag"	""	""	"LACMP23-31675"	"Mammalia-Lagomorpha"	"14"
"904"	"NSF-17-176"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"tooth frag"	"juv"	""	"LACMP23-31676"	"Mammalia-Lagomorpha"	"14"
"905"	"NSF-17-177"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"tooth frag"	""	""	"LACMP23-31677"	"Mammalia-Lagomorpha"	"14"
"906"	"NSF-17-178"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"tooth frag"	""	""	"LACMP23-31678"	"Mammalia-Lagomorpha"	"14"
"907"	"NSF-17-179"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper right? tooth"	""	""	"LACMP23-31679"	"Sylvilagus sp"	"14"
"908"	"NSF-17-180"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper right P2"	""	""	"LACMP23-31680"	"Sylvilagus sp"	"14"
"909"	"NSF-17-181"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"lower tooth"	"juv"	""	"LACMP23-31681"	"Sylvilagus sp"	"14"
"910"	"NSF-17-182"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper right tooth"	""	""	"LACMP23-31682"	"Sylvilagus sp"	"14"
"911"	"NSF-17-183"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"upper M3"	""	""	"LACMP23-31683"	"Mammalia-Lagomorpha"	"14"
"912"	"NSF-17-184"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper tooth"	""	""	"LACMP23-31684"	"Sylvilagus sp"	"14"
"913"	"NSF-17-185"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"lower tooth"	"juv"	""	"LACMP23-31685"	"Sylvilagus sp"	"14"
"914"	"NSF-17-186"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"lower right tooth"	""	""	"LACMP23-31686"	"Sylvilagus sp"	"14"
"915"	"NSF-17-187"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"tooth "	"juv"	""	"LACMP23-31687"	"Mammalia-Lagomorpha"	"14"
"916"	"NSF-17-188"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"broken tooth"	"3 frags"	""	"LACMP23-31688"	"Mammalia-Lagomorpha"	"14"
"917"	"NSF-17-189"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper right tooth"	""	""	"LACMP23-31689"	"Sylvilagus sp"	"14"
"918"	"NSF-17-190"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf. Sylvilagus"	""	"tooth frag"	""	""	"LACMP23-31690"	"Mammalia-Lagomorpha"	"14"
